type/year,Quarter,CIK_old,Name,Type,Date,cik_formatted,file_name,gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,apdedate,fdate,at,ceq,oiadp,sale,exchg,cik,costat,conml,ggroup,gsector,delta_sale,delta_at
sec-10-k/2004,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2004-03-29,3197,sec-10-k/2004_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2004-03-29,1050,2004-12-31 00:00:00,2004,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2004/12/31,,43.441,7.249,1.185,69.366,14,3197,A,CECO Environmental Corp.,2020,20,1.7708593142505142,1
sec-10-k/2005,Q2,3197,CECO ENVIRONMENTAL CORP,10-K,2005-04-15,3197,sec-10-k/2005_Q2_3197_CECO ENVIRONMENTAL CORP_10-K_2005-04-15,1050,2005-12-31 00:00:00,2005,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2005/12/31,,42.9,6.783,3.525,81.521,14,3197,A,CECO Environmental Corp.,2020,20,17.522993973993021,0
sec-10-k/2006,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2006-03-30,3197,sec-10-k/2006_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2006-03-30,1050,2006-12-31 00:00:00,2006,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2006/12/31,2007/05/29,63.188,14.923,6.047,135.359,14,3197,A,CECO Environmental Corp.,2020,20,66.041878779700951,1
sec-10-k/2007,Q2,3197,CECO ENVIRONMENTAL CORP,10-K,2007-04-02,3197,sec-10-k/2007_Q2_3197_CECO ENVIRONMENTAL CORP_10-K_2007-04-02,1050,2007-12-31 00:00:00,2007,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2007/12/31,2008/05/19,96.535,40.926,12.634,235.953,14,3197,A,CECO Environmental Corp.,2020,20,74.31644737328142,1
sec-10-k/2008,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2008-03-17,3197,sec-10-k/2008_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2008-03-17,1050,2008-12-31 00:00:00,2008,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2008/12/31,2009/04/16,120.017,44.513,8.195,217.89,14,3197,A,CECO Environmental Corp.,2020,20,-7.6553381393752211,1
sec-10-k/2009,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2009-03-16,3197,sec-10-k/2009_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2009-03-16,1050,2009-12-31 00:00:00,2009,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2009/12/31,2010/04/20,77.515,31.76,1.28,138.985,14,3197,A,CECO Environmental Corp.,2020,20,-36.21322685758868,0
sec-10-k/2010,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2010-03-29,3197,sec-10-k/2010_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2010-03-29,1050,2010-12-31 00:00:00,2010,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2010/12/31,2011/04/11,74.791,35.174,4.64,140.602,14,3197,A,CECO Environmental Corp.,2020,20,1.1634349030470843,0
sec-10-k/2011,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2011-03-15,3197,sec-10-k/2011_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2011-03-15,1050,2011-12-31 00:00:00,2011,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2011/12/31,2012/04/13,79.345,42.99,12.368,139.192,14,3197,A,CECO Environmental Corp.,2020,20,-1.0028306851965096,1
sec-10-k/2012,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2012-03-16,3197,sec-10-k/2012_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2012-03-16,1050,2012-12-31 00:00:00,2012,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2012/12/31,2013/04/05,94.104,61.994,16.683,135.052,14,3197,A,CECO Environmental Corp.,2020,20,-2.9743088683257559,1
sec-10-k/2013,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2013-03-15,3197,sec-10-k/2013_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2013-03-15,1050,2013-12-31 00:00:00,2013,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2013/12/31,2014/04/04,348.536,170.406,18.996,197.317,14,3197,A,CECO Environmental Corp.,2020,20,46.104463465924219,1
sec-10-k/2014,Q1,3197,CECO ENVIRONMENTAL CORP,10-K,2014-03-14,3197,sec-10-k/2014_Q1_3197_CECO ENVIRONMENTAL CORP_10-K_2014-03-14,1050,2014-12-31 00:00:00,2014,INDL,C,D,STD,CECE,125141101,CECO ENVIRONMENTAL CORP,USD,12,2014/12/31,2015/04/10,414.365,181.224,24.332,263.217,14,3197,A,CECO Environmental Corp.,2020,20,33.398034634623464,1
sec-10-k/2001,Q1,3202,ALASKA AIRLINES INC,10-K,2001-02-14,3202,sec-10-k/2001_Q1_3202_ALASKA AIRLINES INC_10-K_2001-02-14,28897,2001-12-31 00:00:00,2001,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,,,2756.0,719.0,-66.6,1763.0,0,3202,I,Alaska Airlines Inc,2030,20,na,na
sec-10-k/2002,Q1,3202,ALASKA AIRLINES INC,10-K,2002-03-01,3202,sec-10-k/2002_Q1_3202_ALASKA AIRLINES INC_10-K_2002-03-01,28897,2002-12-31 00:00:00,2002,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,,,2751.1,569.7,-72.8,1833.1,0,3202,I,Alaska Airlines Inc,2030,20,3.9761769710720309,0
sec-10-k/2003,Q1,3202,ALASKA AIRLINES INC,10-K,2003-03-31,3202,sec-10-k/2003_Q1_3202_ALASKA AIRLINES INC_10-K_2003-03-31,28897,2003-12-31 00:00:00,2003,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2003/12/31,,3066.4,698.1,-16.0,2027.4,0,3202,I,Alaska Airlines Inc,2030,20,10.599530849380841,1
sec-10-k/2004,Q1,3202,ALASKA AIRLINES INC,10-K,2004-03-15,3202,sec-10-k/2004_Q1_3202_ALASKA AIRLINES INC_10-K_2004-03-15,28897,2004-12-31 00:00:00,2004,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2004/12/31,,3081.9,676.6,-0.9,2233.0,0,3202,I,Alaska Airlines Inc,2030,20,10.141067376935974,1
sec-10-k/2005,Q1,3202,ALASKA AIRLINES INC,10-K,2005-02-25,3202,sec-10-k/2005_Q1_3202_ALASKA AIRLINES INC_10-K_2005-02-25,28897,2005-12-31 00:00:00,2005,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2005/12/31,,3511.9,626.9,9.6,2416.1,0,3202,I,Alaska Airlines Inc,2030,20,8.1997313031795755,1
sec-10-k/2006,Q1,3202,ALASKA AIRLINES INC,10-K,2006-02-17,3202,sec-10-k/2006_Q1_3202_ALASKA AIRLINES INC_10-K_2006-02-17,28897,2006-12-31 00:00:00,2006,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2006/12/31,2007/04/05,3712.0,672.5,118.1,2692.5,0,3202,I,Alaska Airlines Inc,2030,20,11.43992384421175,1
sec-10-k/2007,Q1,3202,ALASKA AIRLINES INC,10-K,2007-03-05,3202,sec-10-k/2007_Q1_3202_ALASKA AIRLINES INC_10-K_2007-03-05,28897,2007-12-31 00:00:00,2007,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2007/12/31,2008/03/27,4221.1,875.3,214.8,3069.9,0,3202,I,Alaska Airlines Inc,2030,20,14.016713091922009,1
sec-10-k/2008,Q1,3202,ALASKA AIRLINES INC,10-K,2008-02-29,3202,sec-10-k/2008_Q1_3202_ALASKA AIRLINES INC_10-K_2008-02-29,28897,2008-12-31 00:00:00,2008,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2008/12/31,2009/03/27,4428.6,595.0,-110.8,3179.0,0,3202,I,Alaska Airlines Inc,2030,20,3.5538616893058377,1
sec-10-k/2009,Q1,3202,ALASKA AIRLINES INC,10-K,2009-02-26,3202,sec-10-k/2009_Q1_3202_ALASKA AIRLINES INC_10-K_2009-02-26,28897,2009-12-31 00:00:00,2009,INDL,C,D,STD,ALK1,011662004,ALASKA AIRLINES INC,USD,12,2009/12/31,2010/03/25,4541.3,802.8,264.6,3006.0,0,3202,I,Alaska Airlines Inc,2030,20,-5.441962881409248,1
sec-10-k/1994,Q4,3370,ALCO STANDARD CORP,10-K,1994-11-29,3370,sec-10-k/1994_Q4_3370_ALCO STANDARD CORP_10-K_1994-11-29,1246,1994-09-30 00:00:00,1994,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,3502.258,1167.232,342.213,7992.515,11,3370,I,IKON Office Solutions Inc.,2020,20,na,na
sec-10-k/1995,Q4,3370,ALCO STANDARD CORP,10-K,1995-11-14,3370,sec-10-k/1995_Q4_3370_ALCO STANDARD CORP_10-K_1995-11-14,1246,1995-09-30 00:00:00,1995,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,4737.575,1376.461,451.336,9887.205,11,3370,I,IKON Office Solutions Inc.,2020,20,23.705804743563192,1
sec-10-k/1996,Q4,3370,ALCO STANDARD CORP,10-K,1996-12-30,3370,sec-10-k/1996_Q4_3370_ALCO STANDARD CORP_10-K_1996-12-30,1246,1996-09-30 00:00:00,1996,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,5384.595,1965.334,378.099,4099.773,11,3370,I,IKON Office Solutions Inc.,2020,20,-58.534560576017185,1
sec-10-k/1997,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,1997-12-24,3370,sec-10-k/1997_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_1997-12-24,1246,1997-09-30 00:00:00,1997,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,5323.886,1191.478,486.138,5128.433,11,3370,I,IKON Office Solutions Inc.,2020,20,25.090657458351959,0
sec-10-k/1999,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,1999-12-29,3370,sec-10-k/1999_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_1999-12-29,1246,1999-09-30 00:00:00,1999,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,5801.313,1460.54,364.098,5507.844,11,3370,I,IKON Office Solutions Inc.,2020,20,na,na
sec-10-k/2000,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2000-12-29,3370,sec-10-k/2000_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2000-12-29,1246,2000-09-30 00:00:00,2000,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,6362.585,1441.092,403.783,5446.945,11,3370,I,IKON Office Solutions Inc.,2020,20,-1.1056776480960671,1
sec-10-k/2001,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2001-12-26,3370,sec-10-k/2001_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2001-12-26,1246,2001-09-30 00:00:00,2001,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,6290.992,1395.578,200.751,5273.479,11,3370,I,IKON Office Solutions Inc.,2020,20,-3.184647540961024,0
sec-10-k/2002,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2002-12-30,3370,sec-10-k/2002_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2002-12-30,1246,2002-09-30 00:00:00,2002,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,,,6472.618,1534.946,283.092,4827.502,11,3370,I,IKON Office Solutions Inc.,2020,20,-8.4569787800425456,1
sec-10-k/2003,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2003-12-29,3370,sec-10-k/2003_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2003-12-29,1246,2003-09-30 00:00:00,2003,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,2003/09/30,,6639.507,1635.452,254.593,4710.912,11,3370,I,IKON Office Solutions Inc.,2020,20,-2.4151206980338928,1
sec-10-k/2004,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2004-12-10,3370,sec-10-k/2004_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2004-12-10,1246,2004-09-30 00:00:00,2004,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,2004/09/30,,4518.413,1687.718,211.11,4613.551,11,3370,I,IKON Office Solutions Inc.,2020,20,-2.0667123478426426,0
sec-10-k/2005,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2005-12-09,3370,sec-10-k/2005_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2005-12-09,1246,2005-09-30 00:00:00,2005,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,2005/09/30,,3831.819,1570.344,169.121,4377.305,11,3370,I,IKON Office Solutions Inc.,2020,20,-5.1206977011850352,0
sec-10-k/2006,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2006-12-01,3370,sec-10-k/2006_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2006-12-01,1246,2006-09-30 00:00:00,2006,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,2006/09/30,2006/12/15,3231.699,1686.133,189.93,4228.249,11,3370,I,IKON Office Solutions Inc.,2020,20,-3.4052002316493937,0
sec-10-k/2007,Q4,3370,IKON OFFICE SOLUTIONS INC,10-K,2007-11-29,3370,sec-10-k/2007_Q4_3370_IKON OFFICE SOLUTIONS INC_10-K_2007-11-29,1246,2007-09-30 00:00:00,2007,INDL,C,D,STD,IKN,451713101,IKON OFFICE SOLUTIONS,USD,9,2007/09/30,2007/12/18,3278.081,1710.814,202.853,4168.344,11,3370,I,IKON Office Solutions Inc.,2020,20,-1.4167803267972097,1
sec-10-k/1995,Q1,3453,ALEXANDER & BALDWIN INC,10-K,1995-03-27,3453,sec-10-k/1995_Q1_3453_ALEXANDER & BALDWIN INC_10-K_1995-03-27,1254,1995-12-31 00:00:00,1995,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1782.759,649.678,61.071,988.043,11,3453,A,Matson Inc,2030,20,na,na
sec-10-k/1996,Q1,3453,ALEXANDER & BALDWIN INC,10-K,1996-03-27,3453,sec-10-k/1996_Q1_3453_ALEXANDER & BALDWIN INC_10-K_1996-03-27,1254,1996-12-31 00:00:00,1996,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1800.622,684.328,115.696,1210.15,11,3453,A,Matson Inc,2030,20,22.479487228794707,1
sec-10-k/1997,Q1,3453,ALEXANDER & BALDWIN INC,10-K,1997-03-27,3453,sec-10-k/1997_Q1_3453_ALEXANDER & BALDWIN INC_10-K_1997-03-27,1254,1997-12-31 00:00:00,1997,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1704.798,719.588,114.047,1233.344,11,3453,A,Matson Inc,2030,20,1.9166219063752392,0
sec-10-k/1998,Q1,3453,ALEXANDER & BALDWIN INC,10-K,1998-03-27,3453,sec-10-k/1998_Q1_3453_ALEXANDER & BALDWIN INC_10-K_1998-03-27,1254,1998-12-31 00:00:00,1998,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1605.64,694.642,101.11,1292.664,11,3453,A,Matson Inc,2030,20,4.8096881324269578,0
sec-10-k/1999,Q1,3453,ALEXANDER & BALDWIN INC,10-K,1999-03-26,3453,sec-10-k/1999_Q1_3453_ALEXANDER & BALDWIN INC_10-K_1999-03-26,1254,1999-12-31 00:00:00,1999,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1561.46,670.963,107.097,937.645,11,3453,A,Matson Inc,2030,20,-27.464136078671643,0
sec-10-k/2000,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2000-03-27,3453,sec-10-k/2000_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2000-03-27,1254,2000-12-31 00:00:00,2000,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1666.012,693.651,127.953,1049.632,11,3453,A,Matson Inc,2030,20,11.943432749068153,1
sec-10-k/2001,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2001-03-26,3453,sec-10-k/2001_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2001-03-26,1254,2001-12-31 00:00:00,2001,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1544.419,710.667,96.697,1052.307,11,3453,A,Matson Inc,2030,20,0.25485122404804295,0
sec-10-k/2002,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2002-03-11,3453,sec-10-k/2002_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2002-03-11,1254,2002-12-31 00:00:00,2002,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,,,1597.569,723.648,72.184,1081.157,11,3453,A,Matson Inc,2030,20,2.7415953709326182,1
sec-10-k/2003,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2003-03-10,3453,sec-10-k/2003_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2003-03-10,1254,2003-12-31 00:00:00,2003,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2003/12/31,,1760.0,811.0,117.0,1233.0,11,3453,A,Matson Inc,2030,20,14.044491225603689,1
sec-10-k/2004,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2004-03-08,3453,sec-10-k/2004_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2004-03-08,1254,2004-12-31 00:00:00,2004,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2004/12/31,,1778.0,904.0,165.0,1494.0,11,3453,A,Matson Inc,2030,20,21.167883211678831,1
sec-10-k/2005,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2005-03-08,3453,sec-10-k/2005_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2005-03-08,1254,2005-12-31 00:00:00,2005,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2005/12/31,,2071.0,1014.0,182.0,1602.0,11,3453,A,Matson Inc,2030,20,7.2289156626506026,1
sec-10-k/2006,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2006-02-24,3453,sec-10-k/2006_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2006-02-24,1254,2006-12-31 00:00:00,2006,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2006/12/31,2007/03/07,2251.0,1027.0,145.0,1607.0,11,3453,A,Matson Inc,2030,20,0.31210986267166041,1
sec-10-k/2007,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2007-02-26,3453,sec-10-k/2007_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2007-02-26,1254,2007-12-31 00:00:00,2007,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2007/12/31,2008/03/29,2479.0,1130.0,166.0,1681.0,11,3453,A,Matson Inc,2030,20,4.6048537647790919,1
sec-10-k/2008,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2008-02-28,3453,sec-10-k/2008_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2008-02-28,1254,2008-12-31 00:00:00,2008,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2008/12/31,2009/03/22,2350.0,1072.0,157.6,1896.6,11,3453,A,Matson Inc,2030,20,12.8256989886972,0
sec-10-k/2009,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2009-02-27,3453,sec-10-k/2009_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2009-02-27,1254,2009-12-31 00:00:00,2009,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2009/12/31,2010/03/19,2380.0,1085.0,42.0,1405.0,11,3453,A,Matson Inc,2030,20,-25.920067489191183,1
sec-10-k/2010,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2010-02-26,3453,sec-10-k/2010_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2010-02-26,1254,2010-12-31 00:00:00,2010,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2010/12/31,2011/03/09,2495.0,1136.0,109.0,1646.0,11,3453,A,Matson Inc,2030,20,17.153024911032027,1
sec-10-k/2011,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2011-02-25,3453,sec-10-k/2011_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2011-02-25,1254,2011-12-31 00:00:00,2011,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2011/12/31,2012/03/12,2544.0,1123.0,114.0,1722.0,11,3453,A,Matson Inc,2030,20,4.6172539489671935,1
sec-10-k/2012,Q1,3453,ALEXANDER & BALDWIN INC,10-K,2012-02-28,3453,sec-10-k/2012_Q1_3453_ALEXANDER & BALDWIN INC_10-K_2012-02-28,1254,2012-12-31 00:00:00,2012,INDL,C,D,STD,MATX,57686G105,MATSON INC,USD,12,2012/12/31,2013/03/19,1174.3,279.9,104.2,1560.0,11,3453,A,Matson Inc,2030,20,-9.4076655052264808,0
sec-10-k/1994,Q2,3941,ALLIED PRODUCTS CORP -DE-,10-K,1994-04-15,3941,sec-10-k/1994_Q2_3941_ALLIED PRODUCTS CORP -DE-_10-K_1994-04-15,1297,1994-12-31 00:00:00,1994,INDL,C,D,STD,ADPC,019411107,ALLIED PRODUCTS,USD,12,,,150.555,65.162,21.554,215.529,19,3941,I,Allied Products,2010,20,na,na
sec-10-k/1998,Q1,3941,ALLIED PRODUCTS CORP -DE-,10-K,1998-03-27,3941,sec-10-k/1998_Q1_3941_ALLIED PRODUCTS CORP -DE-_10-K_1998-03-27,1297,1998-12-31 00:00:00,1998,INDL,C,D,STD,ADPC,019411107,ALLIED PRODUCTS,USD,12,,,275.804,71.73,1.543,273.834,19,3941,I,Allied Products,2010,20,na,na
sec-10-k/1996,Q1,3952,ALLIED RESEARCH CORP,10-K,1996-03-29,3952,sec-10-k/1996_Q1_3952_ALLIED RESEARCH CORP_10-K_1996-03-29,13169,1996-12-31 00:00:00,1996,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,91.948,31.447,7.607,103.66,19,3952,I,Allied Defense Group Inc. (The),2010,20,na,na
sec-10-k/1997,Q1,3952,ALLIED RESEARCH CORP,10-K,1997-03-31,3952,sec-10-k/1997_Q1_3952_ALLIED RESEARCH CORP_10-K_1997-03-31,13169,1997-12-31 00:00:00,1997,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,99.501,36.894,9.796,134.484,19,3952,I,Allied Defense Group Inc. (The),2010,20,29.73567431989197,1
sec-10-k/1998,Q1,3952,ALLIED RESEARCH CORP,10-K,1998-03-31,3952,sec-10-k/1998_Q1_3952_ALLIED RESEARCH CORP_10-K_1998-03-31,13169,1998-12-31 00:00:00,1998,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,113.076,49.964,12.657,143.535,19,3952,I,Allied Defense Group Inc. (The),2010,20,6.7301686445971169,1
sec-10-k/1999,Q1,3952,ALLIED RESEARCH CORP,10-K,1999-03-16,3952,sec-10-k/1999_Q1_3952_ALLIED RESEARCH CORP_10-K_1999-03-16,13169,1999-12-31 00:00:00,1999,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,60.131,40.32,-4.274,59.033,19,3952,I,Allied Defense Group Inc. (The),2010,20,-58.872052112725115,0
sec-10-k/2000,Q1,3952,ALLIED RESEARCH CORP,10-K,2000-03-29,3952,sec-10-k/2000_Q1_3952_ALLIED RESEARCH CORP_10-K_2000-03-29,13169,2000-12-31 00:00:00,2000,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,87.757,46.72,15.367,107.743,19,3952,I,Allied Defense Group Inc. (The),2010,20,82.513170599495183,1
sec-10-k/2001,Q1,3952,ALLIED RESEARCH CORP,10-K,2001-03-29,3952,sec-10-k/2001_Q1_3952_ALLIED RESEARCH CORP_10-K_2001-03-29,13169,2001-12-31 00:00:00,2001,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,86.784,58.648,20.081,96.947,19,3952,I,Allied Defense Group Inc. (The),2010,20,-10.02014051956971,0
sec-10-k/2002,Q1,3952,ALLIED RESEARCH CORP,10-K,2002-03-28,3952,sec-10-k/2002_Q1_3952_ALLIED RESEARCH CORP_10-K_2002-03-28,13169,2002-12-31 00:00:00,2002,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,,,168.168,86.514,19.535,130.866,19,3952,I,Allied Defense Group Inc. (The),2010,20,34.987157931653385,1
sec-10-k/2003,Q1,3952,ALLIED DEFENSE GROUP INC,10-K,2003-03-27,3952,sec-10-k/2003_Q1_3952_ALLIED DEFENSE GROUP INC_10-K_2003-03-27,13169,2003-12-31 00:00:00,2003,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,2003/12/31,,227.237,109.995,18.319,171.407,19,3952,I,Allied Defense Group Inc. (The),2010,20,30.97901670410954,1
sec-10-k/2004,Q1,3952,ALLIED DEFENSE GROUP INC,10-K,2004-03-15,3952,sec-10-k/2004_Q1_3952_ALLIED DEFENSE GROUP INC_10-K_2004-03-15,13169,2004-12-31 00:00:00,2004,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,2004/12/31,,196.318,129.045,8.327,150.131,19,3952,I,Allied Defense Group Inc. (The),2010,20,-12.412561914040857,0
sec-10-k/2005,Q1,3952,ALLIED DEFENSE GROUP INC,10-K,2005-03-31,3952,sec-10-k/2005_Q1_3952_ALLIED DEFENSE GROUP INC_10-K_2005-03-31,13169,2005-12-31 00:00:00,2005,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,2005/12/31,2006/10/12,180.946,81.493,-24.649,112.222,19,3952,I,Allied Defense Group Inc. (The),2010,20,-25.250614463368652,0
sec-10-k/2006,Q4,3952,ALLIED DEFENSE GROUP INC,10-K,2006-10-10,3952,sec-10-k/2006_Q4_3952_ALLIED DEFENSE GROUP INC_10-K_2006-10-10,13169,2006-12-31 00:00:00,2006,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,2006/12/31,2007/05/04,168.045,55.347,-24.502,128.685,19,3952,I,Allied Defense Group Inc. (The),2010,20,14.670029049562467,0
sec-10-k/2007,Q1,3952,ALLIED DEFENSE GROUP INC,10-K,2007-03-23,3952,sec-10-k/2007_Q1_3952_ALLIED DEFENSE GROUP INC_10-K_2007-03-23,13169,2007-12-31 00:00:00,2007,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,2007/12/31,2008/06/09,160.251,45.655,-20.942,55.618,19,3952,I,Allied Defense Group Inc. (The),2010,20,-56.779733457667952,0
sec-10-k/2008,Q1,3952,ALLIED DEFENSE GROUP INC,10-K,2008-03-26,3952,sec-10-k/2008_Q1_3952_ALLIED DEFENSE GROUP INC_10-K_2008-03-26,13169,2008-12-31 00:00:00,2008,INDL,C,D,STD,ADGI,019118108,ALLIED DEFENSE GROUP INC,USD,12,2008/12/31,2009/04/10,103.699,34.451,-1.274,144.424,19,3952,I,Allied Defense Group Inc. (The),2010,20,159.67132942572547,0
